索引,地区,日期,新增确诊,新增死亡
95707,毛里求斯,2020/05/08,0,0
95708,毛里求斯,2020/05/09,0,0
95709,毛里求斯,2020/05/10,0,0
95710,毛里求斯,2020/05/11,0,0
95711,毛里求斯,2020/05/12,0,0
95712,毛里求斯,2020/05/13,0,0
95713,毛里求斯,2020/05/14,0,0
95714,毛里求斯,2020/05/15,0,0
95715,毛里求斯,2020/05/16,0,0
95716,毛里求斯,2020/05/17,0,0
95717,毛里求斯,2020/05/18,0,0
95718,毛里求斯,2020/05/19,0,0
95719,毛里求斯,2020/05/20,0,0
95720,毛里求斯,2020/05/21,0,0
95721,毛里求斯,2020/05/22,0,0
95722,毛里求斯,2020/05/23,0,0
95723,毛里求斯,2020/05/24,0,0
95724,毛里求斯,2020/05/25,2,0
95725,毛里求斯,2020/05/26,0,0
95726,毛里求斯,2020/05/27,0,0
95727,毛里求斯,2020/05/28,0,0
95728,毛里求斯,2020/05/29,0,0
95729,毛里求斯,2020/05/30,1,0
95730,毛里求斯,2020/05/31,0,0
95731,毛里求斯,2020/06/01,0,0
95732,毛里求斯,2020/06/02,0,0
95733,毛里求斯,2020/06/03,0,0
95734,毛里求斯,2020/06/04,0,0
95735,毛里求斯,2020/06/05,0,0
95736,毛里求斯,2020/06/06,2,0
95737,毛里求斯,2020/06/07,0,0
95738,毛里求斯,2020/06/08,0,0
95739,毛里求斯,2020/06/09,0,0
95740,毛里求斯,2020/06/10,0,0
95741,毛里求斯,2020/06/11,0,0
95742,毛里求斯,2020/06/12,0,0
95743,毛里求斯,2020/06/13,0,0
95744,毛里求斯,2020/06/14,0,0
95745,毛里求斯,2020/06/15,0,0
95746,毛里求斯,2020/06/16,0,0
95747,毛里求斯,2020/06/17,0,0
95748,毛里求斯,2020/06/18,0,0
95749,毛里求斯,2020/06/19,0,0
95750,毛里求斯,2020/06/20,0,0
95751,毛里求斯,2020/06/21,0,0
95752,毛里求斯,2020/06/22,0,0
95753,毛里求斯,2020/06/23,3,0
95754,毛里求斯,2020/06/24,0,0
95755,毛里求斯,2020/06/25,1,0
95756,毛里求斯,2020/06/26,0,0
95757,毛里求斯,2020/06/27,0,0
95758,毛里求斯,2020/06/28,0,0
95759,毛里求斯,2020/06/29,0,0
95760,毛里求斯,2020/06/30,0,0
95761,毛里求斯,2020/07/01,0,0
95762,毛里求斯,2020/07/02,0,0
95763,毛里求斯,2020/07/03,0,0
95764,毛里求斯,2020/07/04,0,0
95765,毛里求斯,2020/07/05,0,0
95766,毛里求斯,2020/07/06,0,0
95767,毛里求斯,2020/07/07,1,0
95768,毛里求斯,2020/07/08,0,0
95769,毛里求斯,2020/07/09,0,0
95770,毛里求斯,2020/07/10,0,0
95771,毛里求斯,2020/07/11,0,0
95772,毛里求斯,2020/07/12,0,0
95773,毛里求斯,2020/07/13,0,0
95774,毛里求斯,2020/07/14,1,0
95775,毛里求斯,2020/07/15,0,0
95776,毛里求斯,2020/07/16,0,0
95777,毛里求斯,2020/07/17,0,0
95778,毛里求斯,2020/07/18,0,0
95779,毛里求斯,2020/07/19,0,0
95780,毛里求斯,2020/07/20,0,0
95781,毛里求斯,2020/07/21,0,0
95782,毛里求斯,2020/07/22,0,0
95783,毛里求斯,2020/07/23,0,0
95784,毛里求斯,2020/07/24,0,0
95785,毛里求斯,2020/07/25,1,0
95786,毛里求斯,2020/07/26,0,0
95787,毛里求斯,2020/07/27,0,0
95788,毛里求斯,2020/07/28,0,0
95789,毛里求斯,2020/07/29,0,0
95790,毛里求斯,2020/07/30,0,0
95791,毛里求斯,2020/07/31,0,0
95792,毛里求斯,2020/08/01,0,0
95793,毛里求斯,2020/08/02,0,0
95794,毛里求斯,2020/08/03,0,0
95795,毛里求斯,2020/08/04,0,0
95796,毛里求斯,2020/08/05,0,0
95797,毛里求斯,2020/08/06,0,0
95798,毛里求斯,2020/08/07,0,0
95799,毛里求斯,2020/08/08,0,0
95800,毛里求斯,2020/08/09,0,0
95801,毛里求斯,2020/08/10,0,0
95802,毛里求斯,2020/08/11,0,0
95803,毛里求斯,2020/08/12,0,0
95804,毛里求斯,2020/08/13,0,0
95805,毛里求斯,2020/08/14,0,0
95806,毛里求斯,2020/08/15,0,0
95807,毛里求斯,2020/08/16,2,0
95808,毛里求斯,2020/08/17,0,0
95809,毛里求斯,2020/08/18,0,0
95810,毛里求斯,2020/08/19,0,0
95811,毛里求斯,2020/08/20,0,0
95812,毛里求斯,2020/08/21,0,0
95813,毛里求斯,2020/08/22,0,0
95814,毛里求斯,2020/08/23,0,0
95815,毛里求斯,2020/08/24,0,0
95816,毛里求斯,2020/08/25,0,0
95817,毛里求斯,2020/08/26,0,0
95818,毛里求斯,2020/08/27,0,0
95819,毛里求斯,2020/08/28,0,0
95820,毛里求斯,2020/08/29,0,0
95821,毛里求斯,2020/08/30,0,0
96362,墨西哥,2020/01/01,,
96363,墨西哥,2020/01/02,,
96364,墨西哥,2020/01/03,,
96365,墨西哥,2020/01/04,,
96366,墨西哥,2020/01/05,,
96367,墨西哥,2020/01/06,,
96368,墨西哥,2020/01/07,,
96369,墨西哥,2020/01/08,,
96370,墨西哥,2020/01/09,,
96371,墨西哥,2020/01/10,,
96372,墨西哥,2020/01/11,,
96373,墨西哥,2020/01/12,,
96374,墨西哥,2020/01/13,,
96375,墨西哥,2020/01/14,,
96376,墨西哥,2020/01/15,,
96377,墨西哥,2020/01/16,,
96378,墨西哥,2020/01/17,,
96379,墨西哥,2020/01/18,,
96380,墨西哥,2020/01/19,,
96381,墨西哥,2020/01/20,,
96382,墨西哥,2020/01/21,,
96383,墨西哥,2020/01/22,,
96384,墨西哥,2020/01/23,,
96385,墨西哥,2020/01/24,,
96386,墨西哥,2020/01/25,,
96387,墨西哥,2020/01/26,,
96388,墨西哥,2020/01/27,,
96389,墨西哥,2020/01/28,,
96390,墨西哥,2020/01/29,,
96391,墨西哥,2020/01/30,,
96392,墨西哥,2020/01/31,,
96393,墨西哥,2020/02/01,,
96394,墨西哥,2020/02/02,,
96395,墨西哥,2020/02/03,,
96396,墨西哥,2020/02/04,,
96397,墨西哥,2020/02/05,,
96398,墨西哥,2020/02/06,,
96399,墨西哥,2020/02/07,,
96400,墨西哥,2020/02/08,,
96401,墨西哥,2020/02/09,,
96402,墨西哥,2020/02/10,,
96403,墨西哥,2020/02/11,,
96404,墨西哥,2020/02/12,,
96405,墨西哥,2020/02/13,,
96406,墨西哥,2020/02/14,,
96407,墨西哥,2020/02/15,,
96408,墨西哥,2020/02/16,,
96409,墨西哥,2020/02/17,,
96410,墨西哥,2020/02/18,,
96411,墨西哥,2020/02/19,,
96412,墨西哥,2020/02/20,,
96413,墨西哥,2020/02/21,,
96414,墨西哥,2020/02/22,,
96415,墨西哥,2020/02/23,,
96416,墨西哥,2020/02/24,,
96417,墨西哥,2020/02/25,,
96418,墨西哥,2020/02/26,,
96419,墨西哥,2020/02/27,,
96420,墨西哥,2020/02/28,1,
96421,墨西哥,2020/02/29,3,
96422,墨西哥,2020/03/01,1,
96423,墨西哥,2020/03/02,0,
96424,墨西哥,2020/03/03,0,
96425,墨西哥,2020/03/04,0,
96426,墨西哥,2020/03/05,0,
96427,墨西哥,2020/03/06,1,
96428,墨西哥,2020/03/07,0,
96429,墨西哥,2020/03/08,1,
96430,墨西哥,2020/03/09,0,
96431,墨西哥,2020/03/10,0,
96432,墨西哥,2020/03/11,1,
96433,墨西哥,2020/03/12,4,
96434,墨西哥,2020/03/13,14,
96435,墨西哥,2020/03/14,15,
96436,墨西哥,2020/03/15,12,
96437,墨西哥,2020/03/16,29,
96438,墨西哥,2020/03/17,11,
96439,墨西哥,2020/03/18,25,
96440,墨西哥,2020/03/19,46,1
96441,墨西哥,2020/03/20,39,1
96442,墨西哥,2020/03/21,48,0
96443,墨西哥,2020/03/22,65,1
96444,墨西哥,2020/03/23,51,1
96445,墨西哥,2020/03/24,38,1
96446,墨西哥,2020/03/25,70,1
96447,墨西哥,2020/03/26,110,2
96448,墨西哥,2020/03/27,132,4
96449,墨西哥,2020/03/28,131,4
96450,墨西哥,2020/03/29,145,4
96451,墨西哥,2020/03/30,101,8
96452,墨西哥,2020/03/31,121,1
96453,墨西哥,2020/04/01,163,8
96454,墨西哥,2020/04/02,132,13
96455,墨西哥,2020/04/03,178,10
96456,墨西哥,2020/04/04,202,19
96457,墨西哥,2020/04/05,253,15
96458,墨西哥,2020/04/06,296,31
96459,墨西哥,2020/04/07,346,16
96460,墨西哥,2020/04/08,396,33
96461,墨西哥,2020/04/09,260,20
96462,墨西哥,2020/04/10,403,39
96463,墨西哥,2020/04/11,375,40
96464,墨西哥,2020/04/12,442,23
96465,墨西哥,2020/04/13,353,36
96466,墨西哥,2020/04/14,385,74
96467,墨西哥,2020/04/15,448,43
96468,墨西哥,2020/04/16,450,37
96469,墨西哥,2020/04/17,578,60
96470,墨西哥,2020/04/18,622,104
96471,墨西哥,2020/04/19,764,36
96472,墨西哥,2020/04/20,511,26
96473,墨西哥,2020/04/21,729,145
96474,墨西哥,2020/04/22,1043,113
96475,墨西哥,2020/04/23,1089,99
96476,墨西哥,2020/04/24,1239,152
96477,墨西哥,2020/04/25,970,84
96478,墨西哥,2020/04/26,835,46
96479,墨西哥,2020/04/27,852,83
96480,墨西哥,2020/04/28,1223,135
96481,墨西哥,2020/04/29,1047,163
96482,墨西哥,2020/04/30,1425,127
96483,墨西哥,2020/05/01,1515,113
96484,墨西哥,2020/05/02,1349,89
96485,墨西哥,2020/05/03,1383,93
96486,墨西哥,2020/05/04,1434,117
96487,墨西哥,2020/05/05,1120,236
96488,墨西哥,2020/05/06,1609,197
96489,墨西哥,2020/05/07,1982,257
96490,墨西哥,2020/05/08,1906,199
96491,墨西哥,2020/05/09,1938,193
96492,墨西哥,2020/05/10,1562,112
96493,墨西哥,2020/05/11,1305,108
96494,墨西哥,2020/05/12,1997,353
96495,墨西哥,2020/05/13,1862,294
96496,墨西哥,2020/05/14,2409,257
96497,墨西哥,2020/05/15,2437,290
96498,墨西哥,2020/05/16,2112,278
96499,墨西哥,2020/05/17,2075,132
96500,墨西哥,2020/05/18,2414,155
96501,墨西哥,2020/05/19,2713,334
96502,墨西哥,2020/05/20,2248,424
96503,墨西哥,2020/05/21,2973,420
96504,墨西哥,2020/05/22,2960,479
96505,墨西哥,2020/05/23,3329,190
96506,墨西哥,2020/05/24,2764,215
96507,墨西哥,2020/05/25,2485,239
96508,墨西哥,2020/05/26,3455,501
96509,墨西哥,2020/05/27,3463,463
96510,墨西哥,2020/05/28,3377,447
96511,墨西哥,2020/05/29,3227,371
96512,墨西哥,2020/05/30,2885,364
96513,墨西哥,2020/05/31,3152,151
96514,墨西哥,2020/06/01,2771,237
96515,墨西哥,2020/06/02,3891,470
96516,墨西哥,2020/06/03,3912,1092
96517,墨西哥,2020/06/04,4442,816
96518,墨西哥,2020/06/05,4346,625
96519,墨西哥,2020/06/06,3593,341
96520,墨西哥,2020/06/07,3484,188
96521,墨西哥,2020/06/08,2999,354
96522,墨西哥,2020/06/09,4199,596
96523,墨西哥,2020/06/10,4883,708
96524,墨西哥,2020/06/11,4790,587
96525,墨西哥,2020/06/12,5222,504
96526,墨西哥,2020/06/13,3494,424
96527,墨西哥,2020/06/14,4147,269
96528,墨西哥,2020/06/15,3427,439
96529,墨西哥,2020/06/16,4599,730
96530,墨西哥,2020/06/17,4930,770
96531,墨西哥,2020/06/18,5662,667
96532,墨西哥,2020/06/19,5030,647
96533,墨西哥,2020/06/20,4717,387
96534,墨西哥,2020/06/21,5343,1044
96535,墨西哥,2020/06/22,4577,759
96536,墨西哥,2020/06/23,6288,793
96537,墨西哥,2020/06/24,5437,947
96538,墨西哥,2020/06/25,6104,736
96539,墨西哥,2020/06/26,5441,719
96540,墨西哥,2020/06/27,4410,602
96541,墨西哥,2020/06/28,4050,267
96542,墨西哥,2020/06/29,3805,473
96543,墨西哥,2020/06/30,5432,648
96544,墨西哥,2020/07/01,5681,741
96545,墨西哥,2020/07/02,6741,679
96546,墨西哥,2020/07/03,6740,654
96547,墨西哥,2020/07/04,6914,523
96548,墨西哥,2020/07/05,4683,273
96549,墨西哥,2020/07/06,4902,480
96550,墨西哥,2020/07/07,6258,895
96551,墨西哥,2020/07/08,6995,782
96552,墨西哥,2020/07/09,7280,730
96553,墨西哥,2020/07/10,6891,665
96554,墨西哥,2020/07/11,6094,539
96555,墨西哥,2020/07/12,4482,276
96556,墨西哥,2020/07/13,4685,485
96557,墨西哥,2020/07/14,7051,836
96558,墨西哥,2020/07/15,6149,579
96559,墨西哥,2020/07/16,6406,668
96560,墨西哥,2020/07/17,7257,736
96561,墨西哥,2020/07/18,7615,578
96562,墨西哥,2020/07/19,5311,296
96563,墨西哥,2020/07/20,5172,301
96564,墨西哥,2020/07/21,6859,915
96565,墨西哥,2020/07/22,6019,790
96566,墨西哥,2020/07/23,8438,718
96567,墨西哥,2020/07/24,7573,737
96568,墨西哥,2020/07/25,6751,729
96569,墨西哥,2020/07/26,5480,306
96570,墨西哥,2020/07/27,4973,342
96571,墨西哥,2020/07/28,7208,854
96572,墨西哥,2020/07/29,5752,485
96573,墨西哥,2020/07/30,7730,639
96574,墨西哥,2020/07/31,8458,688
96575,墨西哥,2020/08/01,9556,784
96576,墨西哥,2020/08/02,4853,274
96577,墨西哥,2020/08/03,4767,266
96578,墨西哥,2020/08/04,6148,857
96579,墨西哥,2020/08/05,6139,829
96580,墨西哥,2020/08/06,6590,819
96581,墨西哥,2020/08/07,6717,794
96582,墨西哥,2020/08/08,6495,695
96583,墨西哥,2020/08/09,4376,292
96584,墨西哥,2020/08/10,5558,705
96585,墨西哥,2020/08/11,6686,926
96586,墨西哥,2020/08/12,5858,737
96587,墨西哥,2020/08/13,7371,627
96588,墨西哥,2020/08/14,5618,615
96589,墨西哥,2020/08/15,6345,635
96590,墨西哥,2020/08/16,4448,214
96591,墨西哥,2020/08/17,3571,266
96592,墨西哥,2020/08/18,5506,751
96593,墨西哥,2020/08/19,5792,707
96594,墨西哥,2020/08/20,6775,625
96595,墨西哥,2020/08/21,5928,504
96596,墨西哥,2020/08/22,6482,644
96597,墨西哥,2020/08/23,3948,226
96598,墨西哥,2020/08/24,3541,320
96599,墨西哥,2020/08/25,4916,650
96600,墨西哥,2020/08/26,5267,626
96601,墨西哥,2020/08/27,6026,518
96602,墨西哥,2020/08/28,5824,552
96603,墨西哥,2020/08/29,5974,673
96604,墨西哥,2020/08/30,4129,339
97542,摩尔多瓦,2020/03/08,1,
97543,摩尔多瓦,2020/03/09,0,
97544,摩尔多瓦,2020/03/10,2,
97545,摩尔多瓦,2020/03/11,0,
97546,摩尔多瓦,2020/03/12,0,
97547,摩尔多瓦,2020/03/13,3,
97548,摩尔多瓦,2020/03/14,6,
97549,摩尔多瓦,2020/03/15,11,
97550,摩尔多瓦,2020/03/16,0,
97551,摩尔多瓦,2020/03/17,7,
97552,摩尔多瓦,2020/03/18,0,1
97553,摩尔多瓦,2020/03/19,19,0
97554,摩尔多瓦,2020/03/20,17,0
97555,摩尔多瓦,2020/03/21,14,0
97556,摩尔多瓦,2020/03/22,14,0
97557,摩尔多瓦,2020/03/23,15,0
97558,摩尔多瓦,2020/03/24,16,0
97559,摩尔多瓦,2020/03/25,24,0
97560,摩尔多瓦,2020/03/26,28,0
97561,摩尔多瓦,2020/03/27,22,1
97562,摩尔多瓦,2020/03/28,32,0
97563,摩尔多瓦,2020/03/29,32,0
97564,摩尔多瓦,2020/03/30,35,0
97565,摩尔多瓦,2020/03/31,55,2
97566,摩尔多瓦,2020/04/01,70,1
97567,摩尔多瓦,2020/04/02,82,1
97568,摩尔多瓦,2020/04/03,86,2
97569,摩尔多瓦,2020/04/04,161,4
97570,摩尔多瓦,2020/04/05,112,3
97571,摩尔多瓦,2020/04/06,101,4
97572,摩尔多瓦,2020/04/07,91,3
97573,摩尔多瓦,2020/04/08,118,5
97574,摩尔多瓦,2020/04/09,115,2
97575,摩尔多瓦,2020/04/10,149,0
97576,摩尔多瓦,2020/04/11,122,1
97577,摩尔多瓦,2020/04/12,102,1
97578,摩尔多瓦,2020/04/13,50,4
97579,摩尔多瓦,2020/04/14,222,5
97580,摩尔多瓦,2020/04/15,115,6
97581,摩尔多瓦,2020/04/16,105,8
97582,摩尔多瓦,2020/04/17,110,2
97583,摩尔多瓦,2020/04/18,114,1
97584,摩尔多瓦,2020/04/19,94,10
97585,摩尔多瓦,2020/04/20,76,3
97586,摩尔多瓦,2020/04/21,66,2
97587,摩尔多瓦,2020/04/22,164,3
97588,摩尔多瓦,2020/04/23,148,5
97589,摩尔多瓦,2020/04/24,184,4
97590,摩尔多瓦,2020/04/25,194,10
97591,摩尔多瓦,2020/04/26,104,2
97592,摩尔多瓦,2020/04/27,73,6
97593,摩尔多瓦,2020/04/28,157,1
97594,摩尔多瓦,2020/04/29,133,8
97595,摩尔多瓦,2020/04/30,126,5
97596,摩尔多瓦,2020/05/01,83,6
97597,摩尔多瓦,2020/05/02,72,2
97598,摩尔多瓦,2020/05/03,69,1
97599,摩尔多瓦,2020/05/04,127,7
97600,摩尔多瓦,2020/05/05,115,4
97601,摩尔多瓦,2020/05/06,113,7
97602,摩尔多瓦,2020/05/07,129,2
97603,摩尔多瓦,2020/05/08,123,5
97604,摩尔多瓦,2020/05/09,139,11
97605,摩尔多瓦,2020/05/10,60,8
97606,摩尔多瓦,2020/05/11,68,6
97607,摩尔多瓦,2020/05/12,159,7
97608,摩尔多瓦,2020/05/13,252,3
97609,摩尔多瓦,2020/05/14,147,9
97610,摩尔多瓦,2020/05/15,192,8
97611,摩尔多瓦,2020/05/16,189,5
97612,摩尔多瓦,2020/05/17,126,4
97613,摩尔多瓦,2020/05/18,78,6
97614,摩尔多瓦,2020/05/19,202,4
97615,摩尔多瓦,2020/05/20,213,7
97616,摩尔多瓦,2020/05/21,151,5
97617,摩尔多瓦,2020/05/22,143,4
97618,摩尔多瓦,2020/05/23,147,5
97619,摩尔多瓦,2020/05/24,99,8
97620,摩尔多瓦,2020/05/25,54,11
97621,摩尔多瓦,2020/05/26,158,6
97622,摩尔多瓦,2020/05/27,232,7
97623,摩尔多瓦,2020/05/28,188,8
97624,摩尔多瓦,2020/05/29,171,6
97625,摩尔多瓦,2020/05/30,202,3
97626,摩尔多瓦,2020/05/31,153,4
97627,摩尔多瓦,2020/06/01,109,10
97628,摩尔多瓦,2020/06/02,188,2
97629,摩尔多瓦,2020/06/03,247,3
97630,摩尔多瓦,2020/06/04,223,5
97631,摩尔多瓦,2020/06/05,229,8
97632,摩尔多瓦,2020/06/06,264,8
97633,摩尔多瓦,2020/06/07,189,10
97634,摩尔多瓦,2020/06/08,107,12
97635,摩尔多瓦,2020/06/09,218,12
97636,摩尔多瓦,2020/06/10,296,6
97637,摩尔多瓦,2020/06/11,406,4
97638,摩尔多瓦,2020/06/12,366,10
97639,摩尔多瓦,2020/06/13,366,13
97640,摩尔多瓦,2020/06/14,281,8
97641,摩尔多瓦,2020/06/15,139,5
97642,摩尔多瓦,2020/06/16,375,12
97643,摩尔多瓦,2020/06/17,478,10
97644,摩尔多瓦,2020/06/18,374,11
97645,摩尔多瓦,2020/06/19,450,6
97646,摩尔多瓦,2020/06/20,397,14
97647,摩尔多瓦,2020/06/21,247,9
97648,摩尔多瓦,2020/06/22,163,7
97649,摩尔多瓦,2020/06/23,351,10
97650,摩尔多瓦,2020/06/24,364,5
97651,摩尔多瓦,2020/06/25,375,7
97652,摩尔多瓦,2020/06/26,323,13
97653,摩尔多瓦,2020/06/27,304,6
97654,摩尔多瓦,2020/06/28,170,9
97655,摩尔多瓦,2020/06/29,107,6
97656,摩尔多瓦,2020/06/30,256,9
97657,摩尔多瓦,2020/07/01,285,4
97658,摩尔多瓦,2020/07/02,252,11
97659,摩尔多瓦,2020/07/03,295,12
97660,摩尔多瓦,2020/07/04,227,8
97661,摩尔多瓦,2020/07/05,142,5
97662,摩尔多瓦,2020/07/06,92,7
97663,摩尔多瓦,2020/07/07,235,11
97664,摩尔多瓦,2020/07/08,330,11
97665,摩尔多瓦,2020/07/09,195,10
97666,摩尔多瓦,2020/07/10,258,11
97667,摩尔多瓦,2020/07/11,284,5
97668,摩尔多瓦,2020/07/12,174,2
97669,摩尔多瓦,2020/07/13,57,7
97670,摩尔多瓦,2020/07/14,269,6
97671,摩尔多瓦,2020/07/15,332,4
97672,摩尔多瓦,2020/07/16,224,7
97673,摩尔多瓦,2020/07/17,230,9
97674,摩尔多瓦,2020/07/18,300,5
97675,摩尔多瓦,2020/07/19,186,4
97676,摩尔多瓦,2020/07/20,135,11
97677,摩尔多瓦,2020/07/21,327,12
97678,摩尔多瓦,2020/07/22,356,5
97679,摩尔多瓦,2020/07/23,307,7
97680,摩尔多瓦,2020/07/24,378,7
97681,摩尔多瓦,2020/07/25,345,6
97682,摩尔多瓦,2020/07/26,206,3
97683,摩尔多瓦,2020/07/27,120,13
97684,摩尔多瓦,2020/07/28,367,5
97685,摩尔多瓦,2020/07/29,426,6
97686,摩尔多瓦,2020/07/30,396,12
97687,摩尔多瓦,2020/07/31,390,7
97688,摩尔多瓦,2020/08/01,380,10
97689,摩尔多瓦,2020/08/02,249,3
97690,摩尔多瓦,2020/08/03,120,9
97691,摩尔多瓦,2020/08/04,332,10
97692,摩尔多瓦,2020/08/05,408,13
97693,摩尔多瓦,2020/08/06,406,5
97694,摩尔多瓦,2020/08/07,362,7
97695,摩尔多瓦,2020/08/08,453,6
97696,摩尔多瓦,2020/08/09,217,4
97697,摩尔多瓦,2020/08/10,181,5
97698,摩尔多瓦,2020/08/11,382,7
97699,摩尔多瓦,2020/08/12,474,6
97700,摩尔多瓦,2020/08/13,390,15
97701,摩尔多瓦,2020/08/14,396,6
97702,摩尔多瓦,2020/08/15,422,11
97703,摩尔多瓦,2020/08/16,278,1
97704,摩尔多瓦,2020/08/17,194,12
97705,摩尔多瓦,2020/08/18,412,0
97706,摩尔多瓦,2020/08/19,626,6
97707,摩尔多瓦,2020/08/20,522,7
97708,摩尔多瓦,2020/08/21,547,8
97709,摩尔多瓦,2020/08/22,588,6
97710,摩尔多瓦,2020/08/23,406,5
97711,摩尔多瓦,2020/08/24,350,5
97712,摩尔多瓦,2020/08/25,530,15
97713,摩尔多瓦,2020/08/26,624,7
97714,摩尔多瓦,2020/08/27,564,10
97715,摩尔多瓦,2020/08/28,358,4
97716,摩尔多瓦,2020/08/29,500,9
97717,摩尔多瓦,2020/08/30,296,2
98258,摩纳哥,2020/02/29,1,
98259,摩纳哥,2020/03/01,0,
98260,摩纳哥,2020/03/02,0,
98261,摩纳哥,2020/03/03,0,
98262,摩纳哥,2020/03/04,0,
98263,摩纳哥,2020/03/05,0,
98264,摩纳哥,2020/03/06,0,
98265,摩纳哥,2020/03/07,0,
98266,摩纳哥,2020/03/08,0,
98267,摩纳哥,2020/03/09,0,
98268,摩纳哥,2020/03/10,0,
98269,摩纳哥,2020/03/11,0,
98270,摩纳哥,2020/03/12,1,
98271,摩纳哥,2020/03/13,0,
98272,摩纳哥,2020/03/14,0,
98273,摩纳哥,2020/03/15,0,
98274,摩纳哥,2020/03/16,5,
98275,摩纳哥,2020/03/17,0,
98276,摩纳哥,2020/03/18,0,
98277,摩纳哥,2020/03/19,0,
98278,摩纳哥,2020/03/20,4,
98279,摩纳哥,2020/03/21,0,
98280,摩纳哥,2020/03/22,12,
98281,摩纳哥,2020/03/23,0,
98282,摩纳哥,2020/03/24,0,
98283,摩纳哥,2020/03/25,8,
98284,摩纳哥,2020/03/26,2,
98285,摩纳哥,2020/03/27,9,
98286,摩纳哥,2020/03/28,0,
98287,摩纳哥,2020/03/29,4,1
98288,摩纳哥,2020/03/30,3,0
98289,摩纳哥,2020/03/31,3,0
98290,摩纳哥,2020/04/01,3,0
98291,摩纳哥,2020/04/02,5,0
98292,摩纳哥,2020/04/03,4,0
98293,摩纳哥,2020/04/04,2,0
98294,摩纳哥,2020/04/05,7,0
98295,摩纳哥,2020/04/06,4,0
98296,摩纳哥,2020/04/07,2,0
98297,摩纳哥,2020/04/08,2,0
98298,摩纳哥,2020/04/09,3,0
98299,摩纳哥,2020/04/10,6,0
98300,摩纳哥,2020/04/11,2,0
98301,摩纳哥,2020/04/12,1,0
98302,摩纳哥,2020/04/13,0,0
98303,摩纳哥,2020/04/14,0,0
98304,摩纳哥,2020/04/15,0,2
98305,摩纳哥,2020/04/16,0,0
98306,摩纳哥,2020/04/17,1,0
98307,摩纳哥,2020/04/18,0,0
98308,摩纳哥,2020/04/19,0,0
98309,摩纳哥,2020/04/20,0,0
98310,摩纳哥,2020/04/21,0,0
98311,摩纳哥,2020/04/22,0,0
98312,摩纳哥,2020/04/23,0,1
98313,摩纳哥,2020/04/24,0,0
98314,摩纳哥,2020/04/25,0,0
98315,摩纳哥,2020/04/26,0,0
98316,摩纳哥,2020/04/27,1,0
98317,摩纳哥,2020/04/28,0,0
98318,摩纳哥,2020/04/29,0,0
98319,摩纳哥,2020/04/30,0,0
98320,摩纳哥,2020/05/01,0,0
98321,摩纳哥,2020/05/02,0,0
98322,摩纳哥,2020/05/03,0,0
98323,摩纳哥,2020/05/04,0,0
98324,摩纳哥,2020/05/05,0,0
98325,摩纳哥,2020/05/06,0,0
98326,摩纳哥,2020/05/07,0,0
98327,摩纳哥,2020/05/08,0,0
98328,摩纳哥,2020/05/09,1,0
98329,摩纳哥,2020/05/10,0,0
98330,摩纳哥,2020/05/11,0,0
98331,摩纳哥,2020/05/12,0,0
98332,摩纳哥,2020/05/13,0,0
98333,摩纳哥,2020/05/14,0,0
98334,摩纳哥,2020/05/15,0,0
98335,摩纳哥,2020/05/16,0,0
98336,摩纳哥,2020/05/17,0,0
