索引,地区,日期,新增确诊,新增死亡
28951,中非共和国,2020/06/04,115,0
28952,中非共和国,2020/06/05,163,0
28953,中非共和国,2020/06/06,119,1
28954,中非共和国,2020/06/07,64,0
28955,中非共和国,2020/06/08,216,0
28956,中非共和国,2020/06/09,0,0
28957,中非共和国,2020/06/10,38,0
28958,中非共和国,2020/06/11,64,0
28959,中非共和国,2020/06/12,92,2
28960,中非共和国,2020/06/13,13,0
28961,中非共和国,2020/06/14,0,0
28962,中非共和国,2020/06/15,165,0
28963,中非共和国,2020/06/16,188,7
28964,中非共和国,2020/06/17,154,4
28965,中非共和国,2020/06/18,41,1
28966,中非共和国,2020/06/19,0,0
28967,中非共和国,2020/06/20,81,0
28968,中非共和国,2020/06/21,122,4
28969,中非共和国,2020/06/22,155,7
28970,中非共和国,2020/06/23,88,7
28971,中非共和国,2020/06/24,48,1
28972,中非共和国,2020/06/25,145,2
28973,中非共和国,2020/06/26,96,0
28974,中非共和国,2020/06/27,89,5
28975,中非共和国,2020/06/28,0,0
28976,中非共和国,2020/06/29,184,2
28977,中非共和国,2020/06/30,132,0
28978,中非共和国,2020/07/01,0,0
28979,中非共和国,2020/07/02,43,0
28980,中非共和国,2020/07/03,130,1
28981,中非共和国,2020/07/04,51,0
28982,中非共和国,2020/07/05,0,0
28983,中非共和国,2020/07/06,64,4
28984,中非共和国,2020/07/07,38,0
28985,中非共和国,2020/07/08,38,0
28986,中非共和国,2020/07/09,91,0
28987,中非共和国,2020/07/10,59,1
28988,中非共和国,2020/07/11,29,0
28989,中非共和国,2020/07/12,0,0
28990,中非共和国,2020/07/13,33,0
28991,中非共和国,2020/07/14,35,0
28992,中非共和国,2020/07/15,6,0
28993,中非共和国,2020/07/16,11,0
28994,中非共和国,2020/07/17,16,0
28995,中非共和国,2020/07/18,96,2
28996,中非共和国,2020/07/19,0,0
28997,中非共和国,2020/07/20,63,0
28998,中非共和国,2020/07/21,13,0
28999,中非共和国,2020/07/22,13,2
29000,中非共和国,2020/07/23,16,1
29001,中非共和国,2020/07/24,3,1
29002,中非共和国,2020/07/25,5,0
29003,中非共和国,2020/07/26,1,0
29004,中非共和国,2020/07/27,0,0
29005,中非共和国,2020/07/28,0,0
29006,中非共和国,2020/07/29,6,0
29007,中非共和国,2020/07/30,0,0
29008,中非共和国,2020/07/31,3,0
29009,中非共和国,2020/08/01,6,0
29010,中非共和国,2020/08/02,0,0
29011,中非共和国,2020/08/03,0,0
29012,中非共和国,2020/08/04,4,0
29013,中非共和国,2020/08/05,0,0
29014,中非共和国,2020/08/06,2,0
29015,中非共和国,2020/08/07,21,0
29016,中非共和国,2020/08/08,0,0
29017,中非共和国,2020/08/09,0,1
29018,中非共和国,2020/08/10,0,0
29019,中非共和国,2020/08/11,4,1
29020,中非共和国,2020/08/12,7,0
29021,中非共和国,2020/08/13,0,0
29022,中非共和国,2020/08/14,0,0
29023,中非共和国,2020/08/15,0,0
29024,中非共和国,2020/08/16,0,0
29025,中非共和国,2020/08/17,15,0
29026,中非共和国,2020/08/18,12,0
29027,中非共和国,2020/08/19,0,0
29028,中非共和国,2020/08/20,0,0
29029,中非共和国,2020/08/21,0,0
29030,中非共和国,2020/08/22,0,0
29031,中非共和国,2020/08/23,0,0
29032,中非共和国,2020/08/24,0,0
29033,中非共和国,2020/08/25,12,0
29034,中非共和国,2020/08/26,7,0
29035,中非共和国,2020/08/27,0,0
29036,中非共和国,2020/08/28,2,0
29037,中非共和国,2020/08/29,0,0
29038,中非共和国,2020/08/30,0,0
29579,乍得,2020/03/19,1,
29580,乍得,2020/03/20,0,
29581,乍得,2020/03/21,0,
29582,乍得,2020/03/22,0,
29583,乍得,2020/03/23,0,
29584,乍得,2020/03/24,2,
29585,乍得,2020/03/25,0,
29586,乍得,2020/03/26,0,
29587,乍得,2020/03/27,0,
29588,乍得,2020/03/28,0,
29589,乍得,2020/03/29,0,
29590,乍得,2020/03/30,2,
29591,乍得,2020/03/31,2,
29592,乍得,2020/04/01,0,
29593,乍得,2020/04/02,1,
29594,乍得,2020/04/03,0,
29595,乍得,2020/04/04,1,
29596,乍得,2020/04/05,0,
29597,乍得,2020/04/06,0,
29598,乍得,2020/04/07,1,
29599,乍得,2020/04/08,0,
29600,乍得,2020/04/09,1,
29601,乍得,2020/04/10,0,
29602,乍得,2020/04/11,0,
29603,乍得,2020/04/12,7,
29604,乍得,2020/04/13,5,
29605,乍得,2020/04/14,0,
29606,乍得,2020/04/15,0,
29607,乍得,2020/04/16,4,
29608,乍得,2020/04/17,0,
29609,乍得,2020/04/18,6,
29610,乍得,2020/04/19,0,
29611,乍得,2020/04/20,0,
29612,乍得,2020/04/21,0,
29613,乍得,2020/04/22,0,
29614,乍得,2020/04/23,0,
29615,乍得,2020/04/24,7,
29616,乍得,2020/04/25,6,
29617,乍得,2020/04/26,0,
29618,乍得,2020/04/27,0,
29619,乍得,2020/04/28,6,2
29620,乍得,2020/04/29,0,0
29621,乍得,2020/04/30,21,3
29622,乍得,2020/05/01,0,0
29623,乍得,2020/05/02,44,5
29624,乍得,2020/05/03,0,0
29625,乍得,2020/05/04,0,0
29626,乍得,2020/05/05,53,7
29627,乍得,2020/05/06,0,0
29628,乍得,2020/05/07,83,10
29629,乍得,2020/05/08,7,1
29630,乍得,2020/05/09,62,3
29631,乍得,2020/05/10,0,0
29632,乍得,2020/05/11,0,0
29633,乍得,2020/05/12,35,9
29634,乍得,2020/05/13,15,2
29635,乍得,2020/05/14,27,4
29636,乍得,2020/05/15,29,2
29637,乍得,2020/05/16,46,2
29638,乍得,2020/05/17,29,3
29639,乍得,2020/05/18,16,0
29640,乍得,2020/05/19,26,3
29641,乍得,2020/05/20,20,1
29642,乍得,2020/05/21,23,1
29643,乍得,2020/05/22,23,0
29644,乍得,2020/05/23,37,2
29645,乍得,2020/05/24,27,0
29646,乍得,2020/05/25,12,1
29647,乍得,2020/05/26,13,1
29648,乍得,2020/05/27,15,2
29649,乍得,2020/05/28,11,1
29650,乍得,2020/05/29,33,0
29651,乍得,2020/05/30,0,0
29652,乍得,2020/05/31,19,0
29653,乍得,2020/06/01,12,1
29654,乍得,2020/06/02,13,0
29655,乍得,2020/06/03,17,0
29656,乍得,2020/06/04,8,0
29657,乍得,2020/06/05,8,2
29658,乍得,2020/06/06,0,1
29659,乍得,2020/06/07,1,0
29660,乍得,2020/06/08,2,1
29661,乍得,2020/06/09,5,1
29662,乍得,2020/06/10,2,1
29663,乍得,2020/06/11,2,0
29664,乍得,2020/06/12,0,0
29665,乍得,2020/06/13,0,0
29666,乍得,2020/06/14,2,1
29667,乍得,2020/06/15,0,0
29668,乍得,2020/06/16,3,1
29669,乍得,2020/06/17,1,0
29670,乍得,2020/06/18,0,0
29671,乍得,2020/06/19,4,0
29672,乍得,2020/06/20,0,0
29673,乍得,2020/06/21,0,0
29674,乍得,2020/06/22,0,0
29675,乍得,2020/06/23,2,0
29676,乍得,2020/06/24,0,0
29677,乍得,2020/06/25,3,0
29678,乍得,2020/06/26,2,0
29679,乍得,2020/06/27,0,0
29680,乍得,2020/06/28,1,0
29681,乍得,2020/06/29,0,0
29682,乍得,2020/06/30,0,0
29683,乍得,2020/07/01,0,0
29684,乍得,2020/07/02,2,0
29685,乍得,2020/07/03,3,0
29686,乍得,2020/07/04,0,0
29687,乍得,2020/07/05,1,0
29688,乍得,2020/07/06,0,0
29689,乍得,2020/07/07,1,0
29690,乍得,2020/07/08,0,0
29691,乍得,2020/07/09,0,0
29692,乍得,2020/07/10,1,0
29693,乍得,2020/07/11,0,0
29694,乍得,2020/07/12,6,1
29695,乍得,2020/07/13,0,0
29696,乍得,2020/07/14,4,0
29697,乍得,2020/07/15,1,0
29698,乍得,2020/07/16,1,0
29699,乍得,2020/07/17,1,0
29700,乍得,2020/07/18,2,0
29701,乍得,2020/07/19,0,0
29702,乍得,2020/07/20,0,0
29703,乍得,2020/07/21,0,0
29704,乍得,2020/07/22,0,0
29705,乍得,2020/07/23,26,0
29706,乍得,2020/07/24,0,0
29707,乍得,2020/07/25,0,0
29708,乍得,2020/07/26,0,0
29709,乍得,2020/07/27,7,0
29710,乍得,2020/07/28,4,0
29711,乍得,2020/07/29,0,0
29712,乍得,2020/07/30,9,0
29713,乍得,2020/07/31,1,0
29714,乍得,2020/08/01,0,0
29715,乍得,2020/08/02,0,0
29716,乍得,2020/08/03,0,0
29717,乍得,2020/08/04,2,0
29718,乍得,2020/08/05,1,0
29719,乍得,2020/08/06,3,1
29720,乍得,2020/08/07,0,0
29721,乍得,2020/08/08,0,0
29722,乍得,2020/08/09,2,0
29723,乍得,2020/08/10,1,0
29724,乍得,2020/08/11,1,0
29725,乍得,2020/08/12,3,0
29726,乍得,2020/08/13,0,0
29727,乍得,2020/08/14,2,0
29728,乍得,2020/08/15,1,0
29729,乍得,2020/08/16,4,0
29730,乍得,2020/08/17,3,0
29731,乍得,2020/08/18,11,0
29732,乍得,2020/08/19,1,0
29733,乍得,2020/08/20,1,0
29734,乍得,2020/08/21,9,0
29735,乍得,2020/08/22,1,0
29736,乍得,2020/08/23,4,0
29737,乍得,2020/08/24,1,0
29738,乍得,2020/08/25,8,1
29739,乍得,2020/08/26,3,0
29740,乍得,2020/08/27,6,0
29741,乍得,2020/08/28,4,0
29742,乍得,2020/08/29,0,0
29743,乍得,2020/08/30,4,0
30284,智利,2020/02/23,2,
30285,智利,2020/02/24,0,
30286,智利,2020/02/25,0,
30287,智利,2020/02/26,0,
30288,智利,2020/02/27,0,
30289,智利,2020/02/28,0,
30290,智利,2020/02/29,0,
30291,智利,2020/03/01,7,
30292,智利,2020/03/02,0,
30293,智利,2020/03/03,1,
30294,智利,2020/03/04,0,
30295,智利,2020/03/05,3,
30296,智利,2020/03/06,0,
30297,智利,2020/03/07,0,
30298,智利,2020/03/08,7,
30299,智利,2020/03/09,0,
30300,智利,2020/03/10,5,
30301,智利,2020/03/11,10,
30302,智利,2020/03/12,0,
30303,智利,2020/03/13,20,
30304,智利,2020/03/14,33,
30305,智利,2020/03/15,13,
30306,智利,2020/03/16,81,
30307,智利,2020/03/17,46,
30308,智利,2020/03/18,37,
30309,智利,2020/03/19,0,
30310,智利,2020/03/20,196,
30311,智利,2020/03/21,131,
30312,智利,2020/03/22,95,1
30313,智利,2020/03/23,114,1
30314,智利,2020/03/24,176,0
30315,智利,2020/03/25,220,1
30316,智利,2020/03/26,164,1
30317,智利,2020/03/27,304,1
30318,智利,2020/03/28,350,1
30319,智利,2020/03/29,230,1
30320,智利,2020/03/30,310,1
30321,智利,2020/03/31,289,4
30322,智利,2020/04/01,293,4
30323,智利,2020/04/02,373,2
30324,智利,2020/04/03,333,4
30325,智利,2020/04/04,512,5
30326,智利,2020/04/05,310,7
30327,智利,2020/04/06,344,3
30328,智利,2020/04/07,301,6
30329,智利,2020/04/08,430,5
30330,智利,2020/04/09,426,9
30331,智利,2020/04/10,529,8
30332,智利,2020/04/11,671,8
30333,智利,2020/04/12,286,7
30334,智利,2020/04/13,312,2
30335,智利,2020/04/14,392,10
30336,智利,2020/04/15,356,2
30337,智利,2020/04/16,534,11
30338,智利,2020/04/17,445,11
30339,智利,2020/04/18,907,10
30340,智利,2020/04/19,358,7
30341,智利,2020/04/20,419,6
30342,智利,2020/04/21,325,8
30343,智利,2020/04/22,464,13
30344,智利,2020/04/23,516,8
30345,智利,2020/04/24,494,6
30346,智利,2020/04/25,1363,7
30347,智利,2020/04/26,473,8
30348,智利,2020/04/27,482,9
30349,智利,2020/04/28,552,9
30350,智利,2020/04/29,520,9
30351,智利,2020/04/30,1138,11
30352,智利,2020/05/01,985,7
30353,智利,2020/05/02,2526,13
30354,智利,2020/05/03,1228,13
30355,智利,2020/05/04,980,10
30356,智利,2020/05/05,1373,5
30357,智利,2020/05/06,1032,6
30358,智利,2020/05/07,1533,4
30359,智利,2020/05/08,1391,9
30360,智利,2020/05/09,3458,10
30361,智利,2020/05/10,1647,8
30362,智利,2020/05/11,1197,11
30363,智利,2020/05/12,1658,12
30364,智利,2020/05/13,2660,11
30365,智利,2020/05/14,2659,22
30366,智利,2020/05/15,2502,26
30367,智利,2020/05/16,5485,27
30368,智利,2020/05/17,2353,29
30369,智利,2020/05/18,2278,28
30370,智利,2020/05/19,3520,31
30371,智利,2020/05/20,4038,35
30372,智利,2020/05/21,3964,45
30373,智利,2020/05/22,4276,41
30374,智利,2020/05/23,9842,43
30375,智利,2020/05/24,3709,45
30376,智利,2020/05/25,4895,43
30377,智利,2020/05/26,3964,45
30378,智利,2020/05/27,4328,35
30379,智利,2020/05/28,4654,49
30380,智利,2020/05/29,3695,54
30381,智利,2020/05/30,13188,53
30382,智利,2020/05/31,4830,57
30383,智利,2020/06/01,5470,59
30384,智利,2020/06/02,3528,75
30385,智利,2020/06/03,4942,87
30386,智利,2020/06/04,4664,81
30387,智利,2020/06/05,4207,92
30388,智利,2020/06/06,13990,93
30389,智利,2020/06/07,6405,96
30390,智利,2020/06/08,4696,627
30391,智利,2020/06/09,3913,19
30392,智利,2020/06/10,5697,192
30393,智利,2020/06/11,5636,173
30394,智利,2020/06/12,6754,222
30395,智利,2020/06/13,8182,231
30396,智利,2020/06/14,6938,222
30397,智利,2020/06/15,5143,39
30398,智利,2020/06/16,5013,21
30399,智利,2020/06/17,1900,232
30400,智利,2020/06/18,4475,226
30401,智利,2020/06/19,6290,252
30402,智利,2020/06/20,5355,202
30403,智利,2020/06/21,5607,184
30404,智利,2020/06/22,4608,23
30405,智利,2020/06/23,3804,3
30406,智利,2020/06/24,3649,226
30407,智利,2020/06/25,4648,172
30408,智利,2020/06/26,4296,165
30409,智利,2020/06/27,4406,279
30410,智利,2020/06/28,4216,162
30411,智利,2020/06/29,4017,66
30412,智利,2020/06/30,3394,113
30413,智利,2020/07/01,2650,65
30414,智利,2020/07/02,2498,167
30415,智利,2020/07/03,3548,131
30416,智利,2020/07/04,3758,141
30417,智利,2020/07/05,3685,116
30418,智利,2020/07/06,3025,76
30419,智利,2020/07/07,2462,50
30420,智利,2020/07/08,2064,139
30421,智利,2020/07/09,3133,109
30422,智利,2020/07/10,3058,99
30423,智利,2020/07/11,2755,100
30424,智利,2020/07/12,3012,98
30425,智利,2020/07/13,2616,45
30426,智利,2020/07/14,1836,45
30427,智利,2020/07/15,1712,117
30428,智利,2020/07/16,2493,104
30429,智利,2020/07/17,2741,1057
30430,智利,2020/07/18,2407,98
30431,智利,2020/07/19,2084,58
30432,智利,2020/07/20,2099,130
30433,智利,2020/07/21,1654,44
30434,智利,2020/07/22,1719,45
30435,智利,2020/07/23,2357,116
30436,智利,2020/07/24,2545,76
30437,智利,2020/07/25,2288,106
30438,智利,2020/07/26,2198,92
30439,智利,2020/07/27,2133,75
30440,智利,2020/07/28,1877,53
30441,智利,2020/07/29,1775,38
30442,智利,2020/07/30,1961,99
30443,智利,2020/07/31,2131,80
30444,智利,2020/08/01,1991,76
30445,智利,2020/08/02,2073,75
30446,智利,2020/08/03,1762,99
30447,智利,2020/08/04,1469,38
30448,智利,2020/08/05,1761,47
30449,智利,2020/08/06,1948,97
30450,智利,2020/08/07,2154,69
30451,智利,2020/08/08,2198,53
30452,智利,2020/08/09,2033,66
30453,智利,2020/08/10,1988,62
30454,智利,2020/08/11,1572,39
30455,智利,2020/08/12,1552,27
30456,智利,2020/08/13,1866,94
30457,智利,2020/08/14,2077,41
30458,智利,2020/08/15,1791,55
30459,智利,2020/08/16,2044,57
30460,智利,2020/08/17,1556,61
30461,智利,2020/08/18,1353,33
30462,智利,2020/08/19,1182,32
30463,智利,2020/08/20,1812,93
30464,智利,2020/08/21,1920,52
30465,智利,2020/08/22,1939,69
30466,智利,2020/08/23,1957,60
30467,智利,2020/08/24,1903,64
30468,智利,2020/08/25,1417,42
30469,智利,2020/08/26,1380,32
30470,智利,2020/08/27,1737,82
30471,智利,2020/08/28,1870,60
30472,智利,2020/08/29,2037,49
30473,智利,2020/08/30,1965,63
31014,中国,2020/01/22,,
31015,中国,2020/01/23,92,1
31016,中国,2020/01/24,277,8
31017,中国,2020/01/25,483,16
31018,中国,2020/01/26,663,14
31019,中国,2020/01/27,801,26
31020,中国,2020/01/28,2631,49
31021,中国,2020/01/29,576,2
31022,中国,2020/01/30,2054,38
31023,中国,2020/01/31,1659,42
31024,中国,2020/02/01,2088,46
31025,中国,2020/02/02,4736,102
31026,中国,2020/02/03,3086,64
31027,中国,2020/02/04,3987,65
31028,中国,2020/02/05,3729,72
31029,中国,2020/02/06,3144,70
31030,中国,2020/02/07,3522,85
31031,中国,2020/02/08,2703,87
31032,中国,2020/02/09,3012,100
31033,中国,2020/02/10,2516,107
31034,中国,2020/02/11,2021,100
31035,中国,2020/02/12,372,5
31036,中国,2020/02/13,15133,252
31037,中国,2020/02/14,6460,152
31038,中国,2020/02/15,2055,142
31039,中国,2020/02/16,2099,103
31040,中国,2020/02/17,1918,98
31041,中国,2020/02/18,1775,139
31042,中国,2020/02/19,407,112
31043,中国,2020/02/20,453,122
31044,中国,2020/02/21,473,0
31045,中国,2020/02/22,1450,205
31046,中国,2020/02/23,16,2
31047,中国,2020/02/24,214,150
31048,中国,2020/02/25,508,70
31049,中国,2020/02/26,405,52
31050,中国,2020/02/27,433,29
31051,中国,2020/02/28,326,44
31052,中国,2020/02/29,427,47
31053,中国,2020/03/01,575,35
31054,中国,2020/03/02,200,42
31055,中国,2020/03/03,125,33
31056,中国,2020/03/04,120,36
31057,中国,2020/03/05,151,32
31058,中国,2020/03/06,151,29
31059,中国,2020/03/07,79,28
31060,中国,2020/03/08,47,27
31061,中国,2020/03/09,36,23
31062,中国,2020/03/10,22,16
31063,中国,2020/03/11,28,22
31064,中国,2020/03/12,8,11
31065,中国,2020/03/13,8,7
31066,中国,2020/03/14,26,13
31067,中国,2020/03/15,21,10
31068,中国,2020/03/16,19,14
31069,中国,2020/03/17,17,13
31070,中国,2020/03/18,22,11
31071,中国,2020/03/19,25,8
31072,中国,2020/03/20,46,4
31073,中国,2020/03/21,37,6
31074,中国,2020/03/22,80,15
31075,中国,2020/03/23,24,0
31076,中国,2020/03/24,62,7
31077,中国,2020/03/25,41,4
31078,中国,2020/03/26,77,6
31079,中国,2020/03/27,47,5
31080,中国,2020/03/28,56,3
31081,中国,2020/03/29,43,5
31082,中国,2020/03/30,34,4
31083,中国,2020/03/31,46,1
31084,中国,2020/04/01,31,7
31085,中国,2020/04/02,34,6
31086,中国,2020/04/03,34,4
31087,中国,2020/04/04,15,4
31088,中国,2020/04/05,30,3
31089,中国,2020/04/06,39,2
31090,中国,2020/04/07,32,0
31091,中国,2020/04/08,65,2
31092,中国,2020/04/09,61,2
31093,中国,2020/04/10,42,1
31094,中国,2020/04/11,62,3
31095,中国,2020/04/12,116,0
31096,中国,2020/04/13,74,2
31097,中国,2020/04/14,90,0
31098,中国,2020/04/15,45,1
31099,中国,2020/04/16,47,0
31100,中国,2020/04/17,353,1290
31101,中国,2020/04/18,24,0
31102,中国,2020/04/19,17,0
31103,中国,2020/04/20,12,0
31104,中国,2020/04/21,32,0
31105,中国,2020/04/22,11,0
31106,中国,2020/04/23,14,0
31107,中国,2020/04/24,15,0
31108,中国,2020/04/25,8,0
31109,中国,2020/04/26,3,1
31110,中国,2020/04/27,6,0
31111,中国,2020/04/28,22,0
31112,中国,2020/04/29,4,0
31113,中国,2020/04/30,12,0
31114,中国,2020/05/01,1,0
31115,中国,2020/05/02,0,0
31116,中国,2020/05/03,5,0
31117,中国,2020/05/04,1,0
31118,中国,2020/05/05,2,0
31119,中国,2020/05/06,2,0
31120,中国,2020/05/07,1,0
31121,中国,2020/05/08,1,0
31122,中国,2020/05/09,14,0
31123,中国,2020/05/10,17,0
31124,中国,2020/05/11,1,0
31125,中国,2020/05/12,7,0
31126,中国,2020/05/13,3,0
31127,中国,2020/05/14,4,0
31128,中国,2020/05/15,8,0
31129,中国,2020/05/16,6,1
31130,中国,2020/05/17,7,0
31131,中国,2020/05/18,9,0
31132,中国,2020/05/19,0,0
31133,中国,2020/05/20,0,0
31134,中国,2020/05/21,0,0
31135,中国,2020/05/22,8,0
31136,中国,2020/05/23,3,0
31137,中国,2020/05/24,11,0
31138,中国,2020/05/25,7,0
31139,中国,2020/05/26,1,0
31140,中国,2020/05/27,2,0
31141,中国,2020/05/28,0,0
31142,中国,2020/05/29,4,0
31143,中国,2020/05/30,2,0
31144,中国,2020/05/31,16,0
31145,中国,2020/06/01,5,0
31146,中国,2020/06/02,1,0
31147,中国,2020/06/03,-1,0
31148,中国,2020/06/04,5,0
31149,中国,2020/06/05,3,0
31150,中国,2020/06/06,6,0
31151,中国,2020/06/07,4,0
31152,中国,2020/06/08,3,0
31153,中国,2020/06/09,3,0
31154,中国,2020/06/10,11,0
31155,中国,2020/06/11,7,0
31156,中国,2020/06/12,11,0
31157,中国,2020/06/13,57,0
31158,中国,2020/06/14,49,0
31159,中国,2020/06/15,40,0
31160,中国,2020/06/16,44,0
31161,中国,2020/06/17,28,0
31162,中国,2020/06/18,32,0
31163,中国,2020/06/19,0,0
31164,中国,2020/06/20,55,0
31165,中国,2020/06/21,16,0
31166,中国,2020/06/22,22,0
31167,中国,2020/06/23,13,0
31168,中国,2020/06/24,18,0
31169,中国,2020/06/25,13,0
31170,中国,2020/06/26,21,0
31171,中国,2020/06/27,17,0
31172,中国,2020/06/28,12,0
31173,中国,2020/06/29,19,0
31174,中国,2020/06/30,3,0
31175,中国,2020/07/01,3,0
31176,中国,2020/07/02,5,0
31177,中国,2020/07/03,3,0
31178,中国,2020/07/04,8,0
31179,中国,2020/07/05,4,0
31180,中国,2020/07/06,1,0
31181,中国,2020/07/07,14,0
31182,中国,2020/07/08,9,0
31183,中国,2020/07/09,0,0
31184,中国,2020/07/10,0,0
31185,中国,2020/07/11,13,0
31186,中国,2020/07/12,8,0
31187,中国,2020/07/13,0,0
31188,中国,2020/07/14,9,0
31189,中国,2020/07/15,1,0
31190,中国,2020/07/16,14,0
31191,中国,2020/07/17,17,0
31192,中国,2020/07/18,16,0
31193,中国,2020/07/19,21,0
31194,中国,2020/07/20,11,0
31195,中国,2020/07/21,13,0
31196,中国,2020/07/22,25,0
31197,中国,2020/07/23,21,0
31198,中国,2020/07/24,34,0
31199,中国,2020/07/25,46,0
31200,中国,2020/07/26,61,0
31201,中国,2020/07/27,68,0
31202,中国,2020/07/28,101,0
31203,中国,2020/07/29,105,0
31204,中国,2020/07/30,127,0
31205,中国,2020/07/31,45,0
31206,中国,2020/08/01,48,0
31207,中国,2020/08/02,43,0
31208,中国,2020/08/03,36,0
31209,中国,2020/08/04,27,0
31210,中国,2020/08/05,37,0
31211,中国,2020/08/06,37,0
31212,中国,2020/08/07,31,0
31213,中国,2020/08/08,23,0
31214,中国,2020/08/09,49,0
31215,中国,2020/08/10,44,0
31216,中国,2020/08/11,19,0
31217,中国,2020/08/12,25,0
31218,中国,2020/08/13,30,0
31219,中国,2020/08/14,22,0
31220,中国,2020/08/15,19,0
31221,中国,2020/08/16,22,0
31222,中国,2020/08/17,22,0
31223,中国,2020/08/18,17,0
31224,中国,2020/08/19,7,0
31225,中国,2020/08/20,22,0
31226,中国,2020/08/21,22,0
31227,中国,2020/08/22,12,0
31228,中国,2020/08/23,16,0
31229,中国,2020/08/24,14,0
31230,中国,2020/08/25,15,0
31231,中国,2020/08/26,8,0
31232,中国,2020/08/27,9,0
31233,中国,2020/08/28,9,0
31234,中国,2020/08/29,9,0
31235,中国,2020/08/30,17,0
31776,哥伦比亚,2020/03/06,1,
31777,哥伦比亚,2020/03/07,0,
31778,哥伦比亚,2020/03/08,0,
31779,哥伦比亚,2020/03/09,0,
31780,哥伦比亚,2020/03/10,2,
31781,哥伦比亚,2020/03/11,6,
31782,哥伦比亚,2020/03/12,0,
31783,哥伦比亚,2020/03/13,4,
31784,哥伦比亚,2020/03/14,9,
31785,哥伦比亚,2020/03/15,12,
31786,哥伦比亚,2020/03/16,23,
31787,哥伦比亚,2020/03/17,18,
31788,哥伦比亚,2020/03/18,27,
31789,哥伦比亚,2020/03/19,6,
31790,哥伦比亚,2020/03/20,50,
31791,哥伦比亚,2020/03/21,38,
31792,哥伦比亚,2020/03/22,35,2
31793,哥伦比亚,2020/03/23,46,1
31794,哥伦比亚,2020/03/24,101,0
31795,哥伦比亚,2020/03/25,92,1
31796,哥伦比亚,2020/03/26,21,2
31797,哥伦比亚,2020/03/27,48,0
31798,哥伦比亚,2020/03/28,69,0
31799,哥伦比亚,2020/03/29,94,4
31800,哥伦比亚,2020/03/30,96,2
31801,哥伦比亚,2020/03/31,108,4
31802,哥伦比亚,2020/04/01,159,1
31803,哥伦比亚,2020/04/02,96,2
31804,哥伦比亚,2020/04/03,106,6
31805,哥伦比亚,2020/04/04,139,7
31806,哥伦比亚,2020/04/05,79,3
31807,哥伦比亚,2020/04/06,94,11
31808,哥伦比亚,2020/04/07,201,4
31809,哥伦比亚,2020/04/08,274,4
31810,哥伦比亚,2020/04/09,169,15
31811,哥伦比亚,2020/04/10,250,11
31812,哥伦比亚,2020/04/11,236,20
31813,哥伦比亚,2020/04/12,67,9
31814,哥伦比亚,2020/04/13,76,3
31815,哥伦比亚,2020/04/14,127,15
31816,哥伦比亚,2020/04/15,126,4
31817,哥伦比亚,2020/04/16,128,13
31818,哥伦比亚,2020/04/17,206,9
31819,哥伦比亚,2020/04/18,182,13
31820,哥伦比亚,2020/04/19,171,13
31821,哥伦比亚,2020/04/20,185,10
31822,哥伦比亚,2020/04/21,172,7
31823,哥伦比亚,2020/04/22,207,10
31824,哥伦比亚,2020/04/23,205,9
31825,哥伦比亚,2020/04/24,320,10
31826,哥伦比亚,2020/04/25,261,8
31827,哥伦比亚,2020/04/26,237,11
31828,哥伦比亚,2020/04/27,218,9
31829,哥伦比亚,2020/04/28,352,16
31830,哥伦比亚,2020/04/29,258,9
31831,哥伦比亚,2020/04/30,300,15
31832,哥伦比亚,2020/05/01,499,21
31833,哥伦比亚,2020/05/02,279,10
31834,哥伦比亚,2020/05/03,383,16
31835,哥伦比亚,2020/05/04,305,18
31836,哥伦比亚,2020/05/05,640,20
31837,哥伦比亚,2020/05/06,346,19
31838,哥伦比亚,2020/05/07,497,10
31839,哥伦比亚,2020/05/08,595,21
31840,哥伦比亚,2020/05/09,444,17
31841,哥伦比亚,2020/05/10,568,18
31842,哥伦比亚,2020/05/11,550,16
31843,哥伦比亚,2020/05/12,659,14
31844,哥伦比亚,2020/05/13,658,16
31845,哥伦比亚,2020/05/14,680,16
31846,哥伦比亚,2020/05/15,606,21
31847,哥伦比亚,2020/05/16,723,16
31848,哥伦比亚,2020/05/17,635,12
31849,哥伦比亚,2020/05/18,721,18
31850,哥伦比亚,2020/05/19,640,21
31851,哥伦比亚,2020/05/20,752,17
31852,哥伦比亚,2020/05/21,643,22
31853,哥伦比亚,2020/05/22,801,30
31854,哥伦比亚,2020/05/23,1046,23
31855,哥伦比亚,2020/05/24,998,22
31856,哥伦比亚,2020/05/25,806,23
31857,哥伦比亚,2020/05/26,1022,26
31858,哥伦比亚,2020/05/27,1101,27
31859,哥伦比亚,2020/05/28,1262,19
31860,哥伦比亚,2020/05/29,1322,31
31861,哥伦比亚,2020/05/30,1548,37
31862,哥伦比亚,2020/05/31,1147,49
31863,哥伦比亚,2020/06/01,1110,30
31864,哥伦比亚,2020/06/02,1340,40
31865,哥伦比亚,2020/06/03,1521,36
31866,哥伦比亚,2020/06/04,1766,42
31867,哥伦比亚,2020/06/05,1515,58
31868,哥伦比亚,2020/06/06,1392,60
31869,哥伦比亚,2020/06/07,1209,54
31870,哥伦比亚,2020/06/08,1483,49
31871,哥伦比亚,2020/06/09,1359,64
31872,哥伦比亚,2020/06/10,1604,61
31873,哥伦比亚,2020/06/11,1530,55
